Title,Difficulty,Level,Chart Constant,Score,Note Count,PM Rating,Play Rating,Play Potential
Sayonara Hatsukoi,ETR,8,8.5,0,728,-,-,0
Sayonara Hatsukoi,PRS,4,4.5,0,305,-,-,0
Sayonara Hatsukoi,PST,1,1.5,0,205,-,-,0
Scarlet Cage,FTR,9+,9.8,0,"1,195",-,-,0
Scarlet Cage,PRS,7,7.5,0,711,-,-,0
Scarlet Cage,PST,4,4,0,570,-,-,0
Scarlet Lance,FTR,10,10,0,"1,130",-,-,0
Scarlet Lance,PRS,7,7,0,644,-,-,0
Scarlet Lance,PST,4,4,0,517,-,-,0
Scarlet Lunar Empress,FTR,9+,9.8,0,"1,037",-,-,0
Scarlet Lunar Empress,PRS,7,7,0,698,-,-,0
Scarlet Lunar Empress,PST,3,3.5,0,609,-,-,0
Seclusion,PRS,7,7.5,0,762,-,-,0
Seclusion,PST,4,4,0,544,-,-,0
See the Lights!,ETR,9,9.6,0,844,-,-,0
See the Lights!,FTR,8,8.6,0,692,-,-,0
See the Lights!,PRS,6,6.5,0,582,-,-,0
See the Lights!,PST,3,3.5,0,445,-,-,0
Senkyou,PRS,5,5.5,0,722,-,-,0
Senkyou,PST,3,3,0,627,-,-,0
Shades of Light in a Transcendent Realm,PRS,6,6,0,789,-,-,0
Shades of Light in a Transcendent Realm,PST,3,3,0,517,-,-,0
Sheriruth,PRS,7,7.5,0,832,-,-,0
Sheriruth,PST,5,5.5,0,611,-,-,0
Sheriruth (Laur Remix),FTR,10,10.5,0,"1,134",-,-,0
Sheriruth (Laur Remix),PRS,7+,7.8,0,795,-,-,0
Sheriruth (Laur Remix),PST,4,4,0,671,-,-,0
Shinchoku Doudesuka?,ETR,9+,9.9,0,"1,162",-,-,0
Shinchoku Doudesuka?,FTR,8+,8.8,0,957,-,-,0
Shinchoku Doudesuka?,PRS,7,7.5,0,743,-,-,0
Shinchoku Doudesuka?,PST,3,3.5,0,595,-,-,0
shrink,FTR,9+,9.8,0,939,-,-,0
shrink,PRS,7,7,0,660,-,-,0
shrink,PST,3,3.5,0,451,-,-,0
"Sign of ""10.5km""",FTR,9,9.2,0,735,-,-,0
"Sign of ""10.5km""",PRS,6,6.5,0,564,-,-,0
"Sign of ""10.5km""",PST,3,3,0,490,-,-,0
Signal,ETR,10+,10.7,0,"1,245",-,-,0
Signal,FTR,9+,9.8,0,"1,151",-,-,0
Signal,PRS,7+,7.8,0,824,-,-,0
Signal,PST,4,4,0,582,-,-,0
Silent Rush,PRS,5,5,0,674,-,-,0
Silent Rush,PST,2,2.5,0,416,-,-,0
Singularity,PRS,7+,7.8,0,678,-,-,0
Singularity,PST,4,4.5,0,534,-,-,0
Singularity VVVIP,BYD,10,10.4,0,"1,114",-,-,0
Small Cloud Sugar Candy,FTR,9,9.3,0,919,-,-,0
Small Cloud Sugar Candy,PRS,6,6.5,0,727,-,-,0
Small Cloud Sugar Candy,PST,3,3,0,548,-,-,0
Snow White,BYD,9+,9.7,0,"1,031",-,-,0
Snow White,PRS,5,5,0,672,-,-,0
Snow White,PST,2,2.5,0,486,-,-,0
Solitary Dream,PRS,7,7,0,854,-,-,0
Solitary Dream,PST,4,4,0,712,-,-,0
Someday,FTR,9,9.5,0,673,-,-,0
Someday,PRS,6,6.5,0,477,-,-,0
Someday,PST,3,3,0,367,-,-,0
SOUNDWiTCH,PRS,6,6.5,0,488,-,-,0
SOUNDWiTCH,PST,3,3.5,0,315,-,-,0
Specta,FTR,9,9.4,0,"1,096",-,-,0
Specta,PRS,6,6.5,0,706,-,-,0
Specta,PST,3,3.5,0,390,-,-,0
Spider's Thread,FTR,10+,10.8,0,"1,203",-,-,0
Spider's Thread,PRS,7+,7.8,0,764,-,-,0
Spider's Thread,PST,4,4.5,0,794,-,-,0
Spirit of the Dauntless,FTR,10,10.5,0,"1,207",-,-,0
Spirit of the Dauntless,PRS,7+,7.8,0,957,-,-,0
Spirit of the Dauntless,PST,4,4.5,0,693,-,-,0
STAGER (ALL STAGE CLEAR),FTR,9,9.5,0,"1,004",-,-,0
STAGER (ALL STAGE CLEAR),PRS,6,6.5,0,559,-,-,0
STAGER (ALL STAGE CLEAR),PST,3,3,0,453,-,-,0
STARGATE EXTREME,ETR,9+,9.9,0,915,-,-,0
STARGATE EXTREME,FTR,9,9.3,0,724,-,-,0
STARGATE EXTREME,PRS,6,6,0,430,-,-,0
STARGATE EXTREME,PST,4,4,0,337,-,-,0
Stasis,FTR,10+,10.8,0,"1,521",-,-,0
Stasis,PRS,7,7,0,935,-,-,0
Stasis,PST,4,4.5,0,848,-,-,0
Straight into the lights,ETR,10,10.5,0,"1,280",-,-,0
Straight into the lights,FTR,9,9.5,0,"1,226",-,-,0
Straight into the lights,PRS,7,7.5,0,714,-,-,0
Straight into the lights,PST,4,4,0,583,-,-,0
Stratoliner,FTR,9,9.6,0,877,-,-,0
Stratoliner,PRS,6,6.5,0,702,-,-,0
Stratoliner,PST,3,3.5,0,535,-,-,0
Strongholds,PRS,5,5,0,778,-,-,0
Strongholds,PST,2,2.5,0,570,-,-,0
Subsphere in Eclosion,ETR,10,10.6,0,"1,327",-,-,0
Subsphere in Eclosion,FTR,9,9.6,0,"1,177",-,-,0
Subsphere in Eclosion,PRS,8,8.1,0,997,-,-,0
Subsphere in Eclosion,PST,5,5,0,781,-,-,0
Sulfur,PRS,6,6,0,608,-,-,0
Sulfur,PST,4,4,0,458,-,-,0
Summer Fireworks of Love,FTR,9+,9.9,0,"1,088",-,-,0
Summer Fireworks of Love,PRS,6,6.5,0,641,-,-,0
Summer Fireworks of Love,PST,3,3,0,478,-,-,0
Suomi,ETR,8+,8.9,0,732,-,-,0
Suomi,PRS,5,5,0,550,-,-,0
Suomi,PST,2,2,0,368,-,-,0
SUPER AMBULANCE,FTR,10,10.3,0,"1,371",-,-,0
SUPER AMBULANCE,PRS,7,7.5,0,971,-,-,0
SUPER AMBULANCE,PST,4,4.5,0,740,-,-,0
SUPERNOVA,PRS,6,6,0,564,-,-,0
SUPERNOVA,PST,3,3,0,664,-,-,0
Surrender,FTR,8+,8.8,0,925,-,-,0
Surrender,PRS,6,6.5,0,721,-,-,0
Surrender,PST,3,3,0,550,-,-,0
Swan Song,FTR,9+,9.9,0,"1,225",-,-,0
Swan Song,PRS,7,7.5,0,719,-,-,0
Swan Song,PST,3,3,0,563,-,-,0
Syriana,FTR,9+,9.9,0,886,-,-,0
Syriana,PRS,7,7.5,0,516,-,-,0
Syriana,PST,4,4.5,0,490,-,-,0
Syro,PRS,6,6.5,0,829,-,-,0
Syro,PST,3,3.5,0,535,-,-,0
syūten,FTR,8,8.5,0,592,-,-,0
syūten,PRS,5,5,0,446,-,-,0
syūten,PST,2,2,0,395,-,-,0
taboo tears you up 2017,ETR,9+,9.8,0,"1,125",-,-,0
taboo tears you up 2017,FTR,8,8.4,0,845,-,-,0
taboo tears you up 2017,PRS,6,6.5,0,637,-,-,0
taboo tears you up 2017,PST,3,3,0,449,-,-,0
Technicolour,PRS,7,7,0,812,-,-,0
Technicolour,PST,3,3.5,0,664,-,-,0
Tempestissimo,PST,7,7,0,919,-,-,0
TEmPTaTiON,FTR,10+,10.9,0,"1,099",-,-,0
TEmPTaTiON,PRS,8,8.2,0,768,-,-,0
TEmPTaTiON,PST,5,5,0,627,-,-,0
TeraVolt,PRS,8+,8.9,0,804,-,-,0
TeraVolt,PST,5,5,0,675,-,-,0
Teriqma,BYD,9+,9.7,0,954,-,-,0
Teriqma,FTR,9,9.4,0,873,-,-,0
Teriqma,PRS,6,6.5,0,579,-,-,0
Teriqma,PST,3,3,0,345,-,-,0
Testify,PRS,9,9.4,0,"1,225",-,-,0
Testify,PST,7+,7.8,0,"1,001",-,-,0
The 'Raft' taught me: your heart will always find a way.,ETR,10,10.4,0,"1,193",-,-,0
The 'Raft' taught me: your heart will always find a way.,FTR,9,9.5,0,999,-,-,0
The 'Raft' taught me: your heart will always find a way.,PRS,7,7.5,0,803,-,-,0
The 'Raft' taught me: your heart will always find a way.,PST,4,4.5,0,722,-,-,0
The Formula,PRS,6,6,0,587,-,-,0
The Formula,PST,3,3,0,427,-,-,0
The Message,PRS,6,6.5,0,630,-,-,0
The Message,PST,3,3,0,536,-,-,0
The Survivor (Game Edit),FTR,9+,9.9,0,"1,100",-,-,0
The Survivor (Game Edit),PRS,6,6.5,0,750,-,-,0
The Survivor (Game Edit),PST,3,3.5,0,817,-,-,0
THE ULTIMACY,PRS,7,7,0,919,-,-,0
THE ULTIMACY,PST,3,3,0,749,-,-,0
Third Sun,ETR,10,10,0,"1,043",-,-,0
Third Sun,FTR,9,9.4,0,811,-,-,0
Third Sun,PRS,7,7,0,702,-,-,0
Third Sun,PST,3,3.5,0,532,-,-,0
Tic! Tac! Toe!,ETR,9+,9.9,0,907,-,-,0
Tic! Tac! Toe!,FTR,8+,8.8,0,760,-,-,0
Tic! Tac! Toe!,PRS,7,7.5,0,505,-,-,0
Tic! Tac! Toe!,PST,3,3.5,0,353,-,-,0
Tie me down gently,FTR,8,8.3,0,724,-,-,0
Tie me down gently,PRS,5,5,0,535,-,-,0
Tie me down gently,PST,3,3,0,581,-,-,0
Tiferet,FTR,10,10.3,0,"1,086",-,-,0
Tiferet,PRS,7+,7.8,0,720,-,-,0
Tiferet,PST,4,4.5,0,450,-,-,0
To the Furthest Dream,FTR,9+,9.8,0,"1,102",-,-,0
To the Furthest Dream,PRS,8,8.5,0,994,-,-,0
To the Furthest Dream,PST,4,4.5,0,836,-,-,0
To the Milky Way,PRS,8+,8.9,0,"1,154",-,-,0
To the Milky Way,PST,5,5,0,928,-,-,0
To: Alice Liddell,FTR,10,10.3,0,998,-,-,0
To: Alice Liddell,PRS,7,7.5,0,774,-,-,0
To: Alice Liddell,PST,4,4,0,535,-,-,0
Transient Space,PRS,7,7,0,607,-,-,0
Transient Space,PST,2,2.5,0,419,-,-,0
Trap Crow,PRS,7+,7.8,0,898,-,-,0
Trap Crow,PST,4,4.5,0,876,-,-,0
trappola bewitching,PRS,6,6,0,541,-,-,0
trappola bewitching,PST,3,3,0,415,-,-,0
TRPNO,FTR,10,10,0,897,-,-,0
TRPNO,PRS,7+,7.8,0,562,-,-,0
TRPNO,PST,4,4.5,0,451,-,-,0
Trrricksters!!,FTR,10,10.1,0,"1,183",-,-,0
Trrricksters!!,PRS,7,7.5,0,784,-,-,0
Trrricksters!!,PST,4,4.5,0,561,-,-,0
"Tsuki ni Murakumo, Hana ni Kaze",PRS,6,6,0,610,-,-,0
"Tsuki ni Murakumo, Hana ni Kaze",PST,3,3,0,468,-,-,0
Turbocharger,PRS,6,6,0,659,-,-,0
Turbocharger,PST,2,2.5,0,419,-,-,0
Twilight Concerto,ETR,10,10.5,0,962,-,-,0
Twilight Concerto,FTR,9,9.5,0,803,-,-,0
Twilight Concerto,PRS,7+,7.8,0,634,-,-,0
Twilight Concerto,PST,4,4.5,0,584,-,-,0
U.A.D,ETR,9+,9.8,0,836,-,-,0
U.A.D,FTR,8+,8.7,0,643,-,-,0
U.A.D,PRS,6,6.5,0,526,-,-,0
U.A.D,PST,3,3.5,0,366,-,-,0
Ultimate taste,PRS,6,6.5,0,"1,008",-,-,0
Ultimate taste,PST,3,3.5,0,828,-,-,0
ultradiaxon-N3,PRS,8,8.5,0,896,-,-,0
ultradiaxon-N3,PST,4,4.5,0,605,-,-,0
undefined,FTR,9,9.4,0,896,-,-,0
undefined,PRS,6,6,0,532,-,-,0
undefined,PST,3,3.5,0,371,-,-,0
Undying Macula,ETR,11,11,0,"1,461",-,-,0
Undying Macula,FTR,10,10.1,0,"1,250",-,-,0
Undying Macula,PRS,8+,8.7,0,904,-,-,0
Undying Macula,PST,5,5.5,0,883,-,-,0
UNKNOWN LEVELS,PRS,8,8.1,0,771,-,-,0
UNKNOWN LEVELS,PST,4,4,0,591,-,-,0
Used to be,FTR,9,9.2,0,799,-,-,0
Used to be,PRS,6,6.5,0,675,-,-,0
Used to be,PST,4,4,0,537,-,-,0
Vainspire,ETR,9+,9.9,0,"1,133",-,-,0
Vainspire,FTR,8,8.4,0,947,-,-,0
Vainspire,PRS,7,7,0,787,-,-,0
Vainspire,PST,3,3.5,0,771,-,-,0
Valhalla:0,FTR,10,10.2,0,"1,173",-,-,0
Valhalla:0,PRS,7,7.5,0,893,-,-,0
Valhalla:0,PST,4,4.5,0,624,-,-,0
Vandalism,PRS,7,7,0,685,-,-,0
Vandalism,PST,3,3.5,0,668,-,-,0
VECTOЯ,PRS,7,7,0,"1,002",-,-,0
VECTOЯ,PST,3,3,0,675,-,-,0
Vexaria,PRS,5,5,0,534,-,-,0
Vexaria,PST,2,2.5,0,369,-,-,0
Vicious [ANTi] Heroism,BYD,11,11.2,0,"1,772",-,-,0
Vicious Heroism,PRS,7,7.5,0,756,-,-,0
Vicious Heroism,PST,4,4,0,430,-,-,0
Vindication,PRS,6,6.5,0,899,-,-,0
Vindication,PST,4,4,0,721,-,-,0
Viola Illyria,FTR,9,9.5,0,927,-,-,0
Viola Illyria,PRS,6,6.5,0,683,-,-,0
Viola Illyria,PST,2,2.5,0,539,-,-,0
ViRTUS,ETR,10+,10.9,0,"1,341",-,-,0
ViRTUS,FTR,9+,9.9,0,"1,222",-,-,0
ViRTUS,PRS,8,8.6,0,"1,000",-,-,0
ViRTUS,PST,5,5.5,0,877,-,-,0
Vivid Theory,PRS,5,5,0,658,-,-,0
Vivid Theory,PST,2,2,0,447,-,-,0
Viyella's Tears,FTR,10,10.3,0,"1,403",-,-,0
Viyella's Tears,PRS,7+,7.8,0,942,-,-,0
Viyella's Tears,PST,4,4,0,716,-,-,0
Vulcānus,FTR,10+,10.9,0,"1,542",-,-,0
Vulcānus,PRS,8,8.5,0,"1,234",-,-,0
Vulcānus,PST,5,5.5,0,968,-,-,0
WAIT FOR DAWN,PRS,7+,7.8,0,636,-,-,0
WAIT FOR DAWN,PST,2,2.5,0,596,-,-,0
Wake in Hour,ETR,8+,8.7,0,726,-,-,0
Wake in Hour,FTR,7,7.5,0,608,-,-,0
Wake in Hour,PRS,5,5.5,0,492,-,-,0
Wake in Hour,PST,2,2.5,0,394,-,-,0
Waltz for Lorelei,ETR,9+,9.8,0,999,-,-,0
Waltz for Lorelei,FTR,8+,8.8,0,916,-,-,0
Waltz for Lorelei,PRS,5,5.5,0,814,-,-,0
Waltz for Lorelei,PST,2,2.5,0,664,-,-,0
We're All Gonna Die,ETR,10+,10.9,0,"1,335",-,-,0
We're All Gonna Die,FTR,10,10.1,0,"1,147",-,-,0
We're All Gonna Die,PRS,8,8,0,864,-,-,0
We're All Gonna Die,PST,5,5.5,0,733,-,-,0
"Welcome, Queen of Fiction.",ETR,10+,10.9,0,"1,442",-,-,0
"Welcome, Queen of Fiction.",FTR,10,10.1,0,"1,172",-,-,0
"Welcome, Queen of Fiction.",PRS,8,8.5,0,832,-,-,0
"Welcome, Queen of Fiction.",PST,5,5,0,610,-,-,0
Wish Upon a Snow,FTR,10,10.5,0,"1,309",-,-,0
Wish Upon a Snow,PRS,7,7.5,0,"1,095",-,-,0
Wish Upon a Snow,PST,4,4.5,0,"1,031",-,-,0
with U,FTR,9,9.4,0,932,-,-,0
with U,PRS,6,6.5,0,649,-,-,0
with U,PST,2,2.5,0,448,-,-,0
Won't Back Down,FTR,9+,9.8,0,"1,015",-,-,0
Won't Back Down,PRS,6,6.5,0,551,-,-,0
Won't Back Down,PST,3,3.5,0,437,-,-,0
World Ender,PRS,7+,7.8,0,850,-,-,0
World Ender,PST,4,4,0,616,-,-,0
World Fragments III (radio edit),PRS,7,7,0,999,-,-,0
World Fragments III (radio edit),PST,3,3.5,0,777,-,-,0
World Vanquisher,FTR,10+,10.7,0,"1,452",-,-,0
World Vanquisher,PRS,5,5.5,0,759,-,-,0
World Vanquisher,PST,2,2.5,0,529,-,-,0
world.execute(me);,PRS,5,5,0,582,-,-,0
world.execute(me);,PST,3,3.5,0,452,-,-,0
Xanatos,PRS,7,7.5,0,938,-,-,0
Xanatos,PST,4,4,0,735,-,-,0
Xeraphinite,FTR,9+,9.8,0,"1,048",-,-,0
Xeraphinite,PRS,7,7.5,0,643,-,-,0
Xeraphinite,PST,3,3,0,383,-,-,0
Xterfusion,ETR,10+,10.7,0,"1,441",-,-,0
Xterfusion,FTR,9+,9.8,0,"1,138",-,-,0
Xterfusion,PRS,8,8.3,0,919,-,-,0
Xterfusion,PST,4,4.5,0,640,-,-,0
XTREME,FTR,10,10.5,0,"1,258",-,-,0
XTREME,PRS,7+,7.8,0,831,-,-,0
XTREME,PST,4,4.5,0,752,-,-,0
Xxium and Purple haze,ETR,10,10.5,0,"1,096",-,-,0
Xxium and Purple haze,FTR,9+,9.9,0,"1,182",-,-,0
Xxium and Purple haze,PRS,7+,7.8,0,806,-,-,0
Xxium and Purple haze,PST,2,2.5,0,768,-,-,0
yomibito_shirazu,FTR,9+,9.8,0,"1,075",-,-,0
yomibito_shirazu,PRS,8,8,0,764,-,-,0
yomibito_shirazu,PST,4,4.5,0,641,-,-,0
Yosakura Fubuki,FTR,9,9.4,0,931,-,-,0
Yosakura Fubuki,PRS,7,7,0,582,-,-,0
Yosakura Fubuki,PST,4,4.5,0,416,-,-,0
Your Best Nightmare,BYD,10,10.2,0,"1,451",-,-,0
Your Best Nightmare,FTR,8+,8.9,0,"1,086",-,-,0
Your Best Nightmare,PRS,6,6.5,0,925,-,-,0
Your Best Nightmare,PST,3,3.5,0,760,-,-,0
Your voice so... feat. Such,FTR,9,9.4,0,"1,013",-,-,0
Your voice so... feat. Such,PRS,6,6.5,0,677,-,-,0
Your voice so... feat. Such,PST,3,3.5,0,469,-,-,0
zephyrlasting,ETR,10,10.3,0,"1,166",-,-,0
zephyrlasting,FTR,9,9.5,0,"1,027",-,-,0
zephyrlasting,PRS,7,7.5,0,832,-,-,0
zephyrlasting,PST,3,3.5,0,563,-,-,0
αterlβus,FTR,10,10.2,0,"1,030",-,-,0
αterlβus,PRS,7,7.5,0,668,-,-,0
αterlβus,PST,4,4,0,505,-,-,0
γuarδina,FTR,10,10.4,0,"1,120",-,-,0
γuarδina,PRS,8,8,0,678,-,-,0
γuarδina,PST,4,4,0,507,-,-,0
ΛZΛLEΛ,ETR,10,10,0,"1,075",-,-,0
ΛZΛLEΛ,FTR,9,9.4,0,"1,144",-,-,0
ΛZΛLEΛ,PRS,7,7,0,973,-,-,0
ΛZΛLEΛ,PST,4,4,0,847,-,-,0
µ,FTR,9+,9.7,0,"1,256",-,-,0
µ,PRS,7,7.5,0,986,-,-,0
µ,PST,3,3.5,0,825,-,-,0
ΟΔΥΣΣΕΙΑ,FTR,9,9.5,0,"1,092",-,-,0
ΟΔΥΣΣΕΙΑ,PRS,7+,7.8,0,909,-,-,0
ΟΔΥΣΣΕΙΑ,PST,4,4,0,717,-,-,0
τ (tau),FTR,9+,9.7,0,"1,057",-,-,0
τ (tau),PRS,7+,7.8,0,798,-,-,0
τ (tau),PST,4,4.5,0,553,-,-,0
ω4,FTR,10+,10.8,0,"1,393",-,-,0
ω4,PRS,7+,7.8,0,943,-,-,0
ω4,PST,3,3.5,0,816,-,-,0
